State,County,Year_x,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days PM2.5,Days PM10,Year_y,Asthma measure,Comparison,Group,County prevalence,County 95% confidence interval,California prevalence,California 95% confidence interval
California,Imperial,2016,366,105,216,39,3,1,2,541,105,60,0,2,144,90,130,2015 2016,Current asthma prevalence,Age group,5 17 years,20.5,(6.4 34.6),12.30%,(9.7 14.9)
California,Imperial,2016,366,105,216,39,3,1,2,541,105,60,0,2,144,90,130,2015 2016,Current asthma prevalence,Age group,18 64 years,8.7,(4.4 13.0),8.10%,(7.4 8.9)
California,Imperial,2016,366,105,216,39,3,1,2,541,105,60,0,2,144,90,130,2015 2016,Current asthma prevalence,Age group,65+ years,,,9.20%,(8.0 10.4)
California,Inyo,2015,365,203,141,12,6,0,3,1383,90,48,0,0,286,29,50,2015 2016,Current asthma prevalence,Total population,All ages,9.3,(4.1 14.6),8.70%,(8.1 9.3)
California,Inyo,2015,365,203,141,12,6,0,3,1383,90,48,0,0,286,29,50,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,Inyo,2015,365,203,141,12,6,0,3,1383,90,48,0,0,286,29,50,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,10.1,(4.7 15.6),8.30%,(7.7 8.9)
California,Inyo,2015,365,203,141,12,6,0,3,1383,90,48,0,0,286,29,50,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,Inyo,2015,365,203,141,12,6,0,3,1383,90,48,0,0,286,29,50,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,Inyo,2015,365,203,141,12,6,0,3,1383,90,48,0,0,286,29,50,2015 2016,Current asthma prevalence,Age group,18 64 years,9,(2.7 15.4),8.10%,(7.4 8.9)
California,Inyo,2015,365,203,141,12,6,0,3,1383,90,48,0,0,286,29,50,2015 2016,Current asthma prevalence,Age group,65+ years,13.3,(1.1 25.6),9.20%,(8.0 10.4)
California,Inyo,2016,366,244,99,15,4,1,3,426,87,44,0,0,313,16,37,2015 2016,Current asthma prevalence,Total population,All ages,9.3,(4.1 14.6),8.70%,(8.1 9.3)
California,Inyo,2016,366,244,99,15,4,1,3,426,87,44,0,0,313,16,37,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,Inyo,2016,366,244,99,15,4,1,3,426,87,44,0,0,313,16,37,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,10.1,(4.7 15.6),8.30%,(7.7 8.9)
California,Inyo,2016,366,244,99,15,4,1,3,426,87,44,0,0,313,16,37,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,Inyo,2016,366,244,99,15,4,1,3,426,87,44,0,0,313,16,37,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,Inyo,2016,366,244,99,15,4,1,3,426,87,44,0,0,313,16,37,2015 2016,Current asthma prevalence,Age group,18 64 years,9,(2.7 15.4),8.10%,(7.4 8.9)
California,Inyo,2016,366,244,99,15,4,1,3,426,87,44,0,0,313,16,37,2015 2016,Current asthma prevalence,Age group,65+ years,13.3,(1.1 25.6),9.20%,(8.0 10.4)
California,Kern,2015,365,44,199,93,28,1,0,201,146,84,0,1,231,129,4,2015 2016,Current asthma prevalence,Total population,All ages,16.7,(9.3 24.0),8.70%,(8.1 9.3)
California,Kern,2015,365,44,199,93,28,1,0,201,146,84,0,1,231,129,4,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,26,(10.8 41.1),10.10%,(8.2 12.0)
California,Kern,2015,365,44,199,93,28,1,0,201,146,84,0,1,231,129,4,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,12.3,(6.4 18.1),8.30%,(7.7 8.9)
California,Kern,2015,365,44,199,93,28,1,0,201,146,84,0,1,231,129,4,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,Kern,2015,365,44,199,93,28,1,0,201,146,84,0,1,231,129,4,2015 2016,Current asthma prevalence,Age group,5 17 years,23.7,(4.5 42.9),12.30%,(9.7 14.9)
California,Kern,2015,365,44,199,93,28,1,0,201,146,84,0,1,231,129,4,2015 2016,Current asthma prevalence,Age group,18 64 years,11.9,(5.5 18.4),8.10%,(7.4 8.9)
California,Kern,2015,365,44,199,93,28,1,0,201,146,84,0,1,231,129,4,2015 2016,Current asthma prevalence,Age group,65+ years,13.9,(2.9 24.9),9.20%,(8.0 10.4)
California,Kern,2016,366,70,180,102,14,0,0,169,136,80,0,0,231,128,7,2015 2016,Current asthma prevalence,Total population,All ages,16.7,(9.3 24.0),8.70%,(8.1 9.3)
California,Kern,2016,366,70,180,102,14,0,0,169,136,80,0,0,231,128,7,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,26,(10.8 41.1),10.10%,(8.2 12.0)
California,Kern,2016,366,70,180,102,14,0,0,169,136,80,0,0,231,128,7,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,12.3,(6.4 18.1),8.30%,(7.7 8.9)
California,Kern,2016,366,70,180,102,14,0,0,169,136,80,0,0,231,128,7,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,Kern,2016,366,70,180,102,14,0,0,169,136,80,0,0,231,128,7,2015 2016,Current asthma prevalence,Age group,5 17 years,23.7,(4.5 42.9),12.30%,(9.7 14.9)
California,Kern,2016,366,70,180,102,14,0,0,169,136,80,0,0,231,128,7,2015 2016,Current asthma prevalence,Age group,18 64 years,11.9,(5.5 18.4),8.10%,(7.4 8.9)
California,Kern,2016,366,70,180,102,14,0,0,169,136,80,0,0,231,128,7,2015 2016,Current asthma prevalence,Age group,65+ years,13.9,(2.9 24.9),9.20%,(8.0 10.4)
California,Kings,2015,365,90,205,60,10,0,0,174,119,71,0,0,197,131,37,2015 2016,Current asthma prevalence,Total population,All ages,15.8,(7.9 23.6),8.70%,(8.1 9.3)
California,Kings,2015,365,90,205,60,10,0,0,174,119,71,0,0,197,131,37,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,Kings,2015,365,90,205,60,10,0,0,174,119,71,0,0,197,131,37,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,15.8,(6.7 24.9),8.30%,(7.7 8.9)
California,Kings,2015,365,90,205,60,10,0,0,174,119,71,0,0,197,131,37,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,Kings,2015,365,90,205,60,10,0,0,174,119,71,0,0,197,131,37,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,Kings,2015,365,90,205,60,10,0,0,174,119,71,0,0,197,131,37,2015 2016,Current asthma prevalence,Age group,18 64 years,16.5,(5.9 27.1),8.10%,(7.4 8.9)
California,Kings,2015,365,90,205,60,10,0,0,174,119,71,0,0,197,131,37,2015 2016,Current asthma prevalence,Age group,65+ years,10.9,(1.3 20.5),9.20%,(8.0 10.4)
California,Kings,2016,366,85,207,71,3,0,0,156,115,70,0,0,184,133,49,2015 2016,Current asthma prevalence,Total population,All ages,15.8,(7.9 23.6),8.70%,(8.1 9.3)
California,Kings,2016,366,85,207,71,3,0,0,156,115,70,0,0,184,133,49,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,Kings,2016,366,85,207,71,3,0,0,156,115,70,0,0,184,133,49,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,15.8,(6.7 24.9),8.30%,(7.7 8.9)
California,Kings,2016,366,85,207,71,3,0,0,156,115,70,0,0,184,133,49,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,Kings,2016,366,85,207,71,3,0,0,156,115,70,0,0,184,133,49,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,Kings,2016,366,85,207,71,3,0,0,156,115,70,0,0,184,133,49,2015 2016,Current asthma prevalence,Age group,18 64 years,16.5,(5.9 27.1),8.10%,(7.4 8.9)
California,Kings,2016,366,85,207,71,3,0,0,156,115,70,0,0,184,133,49,2015 2016,Current asthma prevalence,Age group,65+ years,10.9,(1.3 20.5),9.20%,(8.0 10.4)
California,Lake,2015,363,351,11,1,0,0,0,148,47,36,0,0,361,2,0,2015 2016,Current asthma prevalence,Total population,All ages,17.3,(9.1 25.6),8.70%,(8.1 9.3)
California,Lake,2015,363,351,11,1,0,0,0,148,47,36,0,0,361,2,0,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,Lake,2015,363,351,11,1,0,0,0,148,47,36,0,0,361,2,0,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,19.1,(9.6 28.7),8.30%,(7.7 8.9)
California,Lake,2015,363,351,11,1,0,0,0,148,47,36,0,0,361,2,0,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,Lake,2015,363,351,11,1,0,0,0,148,47,36,0,0,361,2,0,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,Lake,2015,363,351,11,1,0,0,0,148,47,36,0,0,361,2,0,2015 2016,Current asthma prevalence,Age group,18 64 years,22.9,(10.4 35.3),8.10%,(7.4 8.9)
California,Lake,2015,363,351,11,1,0,0,0,148,47,36,0,0,361,2,0,2015 2016,Current asthma prevalence,Age group,65+ years,10.8,(1.6 20.0),9.20%,(8.0 10.4)
California,Lake,2016,365,358,7,0,0,0,0,74,44,33,0,0,363,2,0,2015 2016,Current asthma prevalence,Total population,All ages,17.3,(9.1 25.6),8.70%,(8.1 9.3)
California,Lake,2016,365,358,7,0,0,0,0,74,44,33,0,0,363,2,0,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,Lake,2016,365,358,7,0,0,0,0,74,44,33,0,0,363,2,0,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,19.1,(9.6 28.7),8.30%,(7.7 8.9)
California,Lake,2016,365,358,7,0,0,0,0,74,44,33,0,0,363,2,0,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,Lake,2016,365,358,7,0,0,0,0,74,44,33,0,0,363,2,0,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,Lake,2016,365,358,7,0,0,0,0,74,44,33,0,0,363,2,0,2015 2016,Current asthma prevalence,Age group,18 64 years,22.9,(10.4 35.3),8.10%,(7.4 8.9)
California,Lake,2016,365,358,7,0,0,0,0,74,44,33,0,0,363,2,0,2015 2016,Current asthma prevalence,Age group,65+ years,10.8,(1.6 20.0),9.20%,(8.0 10.4)
California,Los Angeles,2015,365,26,207,95,36,1,0,203,151,79,0,25,189,149,2,2015 2016,Current asthma prevalence,Total population,All ages,7.8,(6.6 9.0),8.70%,(8.1 9.3)
California,Los Angeles,2015,365,26,207,95,36,1,0,203,151,79,0,25,189,149,2,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,10.1,(6.0 14.2),10.10%,(8.2 12.0)
California,Los Angeles,2015,365,26,207,95,36,1,0,203,151,79,0,25,189,149,2,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,7.1,(6.0 8.2),8.30%,(7.7 8.9)
California,Los Angeles,2015,365,26,207,95,36,1,0,203,151,79,0,25,189,149,2,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,Los Angeles,2015,365,26,207,95,36,1,0,203,151,79,0,25,189,149,2,2015 2016,Current asthma prevalence,Age group,5 17 years,13.2,(7.3 19.1),12.30%,(9.7 14.9)
California,Los Angeles,2015,365,26,207,95,36,1,0,203,151,79,0,25,189,149,2,2015 2016,Current asthma prevalence,Age group,18 64 years,6.9,(5.6 8.1),8.10%,(7.4 8.9)
California,Los Angeles,2015,365,26,207,95,36,1,0,203,151,79,0,25,189,149,2,2015 2016,Current asthma prevalence,Age group,65+ years,8.4,(5.6 11.2),9.20%,(8.0 10.4)
California,Los Angeles,2016,366,32,230,81,19,4,0,210,134,75,0,33,174,157,2,2015 2016,Current asthma prevalence,Total population,All ages,7.8,(6.6 9.0),8.70%,(8.1 9.3)
California,Los Angeles,2016,366,32,230,81,19,4,0,210,134,75,0,33,174,157,2,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,10.1,(6.0 14.2),10.10%,(8.2 12.0)
California,Los Angeles,2016,366,32,230,81,19,4,0,210,134,75,0,33,174,157,2,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,7.1,(6.0 8.2),8.30%,(7.7 8.9)
California,Los Angeles,2016,366,32,230,81,19,4,0,210,134,75,0,33,174,157,2,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,Los Angeles,2016,366,32,230,81,19,4,0,210,134,75,0,33,174,157,2,2015 2016,Current asthma prevalence,Age group,5 17 years,13.2,(7.3 19.1),12.30%,(9.7 14.9)
California,Los Angeles,2016,366,32,230,81,19,4,0,210,134,75,0,33,174,157,2,2015 2016,Current asthma prevalence,Age group,18 64 years,6.9,(5.6 8.1),8.10%,(7.4 8.9)
California,Los Angeles,2016,366,32,230,81,19,4,0,210,134,75,0,33,174,157,2,2015 2016,Current asthma prevalence,Age group,65+ years,8.4,(5.6 11.2),9.20%,(8.0 10.4)
California,Madera,2015,365,109,209,43,4,0,0,154,105,63,0,0,223,127,15,2015 2016,Current asthma prevalence,Total population,All ages,10.3,(3.3 17.4),8.70%,(8.1 9.3)
California,Madera,2015,365,109,209,43,4,0,0,154,105,63,0,0,223,127,15,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,Madera,2015,365,109,209,43,4,0,0,154,105,63,0,0,223,127,15,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,9.9,(4.0 15.7),8.30%,(7.7 8.9)
California,Madera,2015,365,109,209,43,4,0,0,154,105,63,0,0,223,127,15,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,Madera,2015,365,109,209,43,4,0,0,154,105,63,0,0,223,127,15,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,Madera,2015,365,109,209,43,4,0,0,154,105,63,0,0,223,127,15,2015 2016,Current asthma prevalence,Age group,18 64 years,9.4,(2.7 16.2),8.10%,(7.4 8.9)
California,Madera,2015,365,109,209,43,4,0,0,154,105,63,0,0,223,127,15,2015 2016,Current asthma prevalence,Age group,65+ years,12.2,(4.0 20.4),9.20%,(8.0 10.4)
California,Madera,2016,366,123,193,47,3,0,0,156,105,59,0,0,217,134,15,2015 2016,Current asthma prevalence,Total population,All ages,10.3,(3.3 17.4),8.70%,(8.1 9.3)
California,Madera,2016,366,123,193,47,3,0,0,156,105,59,0,0,217,134,15,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,Madera,2016,366,123,193,47,3,0,0,156,105,59,0,0,217,134,15,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,9.9,(4.0 15.7),8.30%,(7.7 8.9)
California,Madera,2016,366,123,193,47,3,0,0,156,105,59,0,0,217,134,15,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,Madera,2016,366,123,193,47,3,0,0,156,105,59,0,0,217,134,15,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,Madera,2016,366,123,193,47,3,0,0,156,105,59,0,0,217,134,15,2015 2016,Current asthma prevalence,Age group,18 64 years,9.4,(2.7 16.2),8.10%,(7.4 8.9)
California,Madera,2016,366,123,193,47,3,0,0,156,105,59,0,0,217,134,15,2015 2016,Current asthma prevalence,Age group,65+ years,12.2,(4.0 20.4),9.20%,(8.0 10.4)
California,Marin,2015,365,285,78,2,0,0,0,103,61,36,1,16,178,169,1,2015 2016,Current asthma prevalence,Total population,All ages,6.8,(4.5 9.1),8.70%,(8.1 9.3)
California,Marin,2015,365,285,78,2,0,0,0,103,61,36,1,16,178,169,1,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,Marin,2015,365,285,78,2,0,0,0,103,61,36,1,16,178,169,1,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,7.4,(4.6 10.1),8.30%,(7.7 8.9)
California,Marin,2015,365,285,78,2,0,0,0,103,61,36,1,16,178,169,1,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,Marin,2015,365,285,78,2,0,0,0,103,61,36,1,16,178,169,1,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,Marin,2015,365,285,78,2,0,0,0,103,61,36,1,16,178,169,1,2015 2016,Current asthma prevalence,Age group,18 64 years,6.7,(3.7 9.7),8.10%,(7.4 8.9)
California,Marin,2015,365,285,78,2,0,0,0,103,61,36,1,16,178,169,1,2015 2016,Current asthma prevalence,Age group,65+ years,9.5,(2.9 16.0),9.20%,(8.0 10.4)
California,Marin,2016,366,339,27,0,0,0,0,90,48,32,0,14,221,131,0,2015 2016,Current asthma prevalence,Total population,All ages,6.8,(4.5 9.1),8.70%,(8.1 9.3)
California,Marin,2016,366,339,27,0,0,0,0,90,48,32,0,14,221,131,0,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,Marin,2016,366,339,27,0,0,0,0,90,48,32,0,14,221,131,0,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,7.4,(4.6 10.1),8.30%,(7.7 8.9)
California,Marin,2016,366,339,27,0,0,0,0,90,48,32,0,14,221,131,0,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,Marin,2016,366,339,27,0,0,0,0,90,48,32,0,14,221,131,0,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,Marin,2016,366,339,27,0,0,0,0,90,48,32,0,14,221,131,0,2015 2016,Current asthma prevalence,Age group,18 64 years,6.7,(3.7 9.7),8.10%,(7.4 8.9)
California,Marin,2016,366,339,27,0,0,0,0,90,48,32,0,14,221,131,0,2015 2016,Current asthma prevalence,Age group,65+ years,9.5,(2.9 16.0),9.20%,(8.0 10.4)
California,Mariposa,2015,365,239,115,6,4,1,0,215,84,46,0,0,327,29,9,2015 2016,Current asthma prevalence,Total population,All ages,9.3,(4.1 14.6),8.70%,(8.1 9.3)
California,Mariposa,2015,365,239,115,6,4,1,0,215,84,46,0,0,327,29,9,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,Mariposa,2015,365,239,115,6,4,1,0,215,84,46,0,0,327,29,9,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,10.1,(4.7 15.6),8.30%,(7.7 8.9)
California,Mariposa,2015,365,239,115,6,4,1,0,215,84,46,0,0,327,29,9,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,Mariposa,2015,365,239,115,6,4,1,0,215,84,46,0,0,327,29,9,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,Mariposa,2015,365,239,115,6,4,1,0,215,84,46,0,0,327,29,9,2015 2016,Current asthma prevalence,Age group,18 64 years,9,(2.7 15.4),8.10%,(7.4 8.9)
California,Mariposa,2015,365,239,115,6,4,1,0,215,84,46,0,0,327,29,9,2015 2016,Current asthma prevalence,Age group,65+ years,13.3,(1.1 25.6),9.20%,(8.0 10.4)
California,Mariposa,2016,366,219,127,19,1,0,0,159,93,46,0,0,270,80,16,2015 2016,Current asthma prevalence,Total population,All ages,9.3,(4.1 14.6),8.70%,(8.1 9.3)
California,Mariposa,2016,366,219,127,19,1,0,0,159,93,46,0,0,270,80,16,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,Mariposa,2016,366,219,127,19,1,0,0,159,93,46,0,0,270,80,16,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,10.1,(4.7 15.6),8.30%,(7.7 8.9)
California,Mariposa,2016,366,219,127,19,1,0,0,159,93,46,0,0,270,80,16,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,Mariposa,2016,366,219,127,19,1,0,0,159,93,46,0,0,270,80,16,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,Mariposa,2016,366,219,127,19,1,0,0,159,93,46,0,0,270,80,16,2015 2016,Current asthma prevalence,Age group,18 64 years,9,(2.7 15.4),8.10%,(7.4 8.9)
California,Mariposa,2016,366,219,127,19,1,0,0,159,93,46,0,0,270,80,16,2015 2016,Current asthma prevalence,Age group,65+ years,13.3,(1.1 25.6),9.20%,(8.0 10.4)
California,Mendocino,2015,365,302,59,2,2,0,0,160,55,38,0,0,136,229,0,2015 2016,Current asthma prevalence,Total population,All ages,9.3,(3.8 14.8),8.70%,(8.1 9.3)
California,Mendocino,2015,365,302,59,2,2,0,0,160,55,38,0,0,136,229,0,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,Mendocino,2015,365,302,59,2,2,0,0,160,55,38,0,0,136,229,0,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,8.6,(3.9 13.3),8.30%,(7.7 8.9)
California,Mendocino,2015,365,302,59,2,2,0,0,160,55,38,0,0,136,229,0,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,Mendocino,2015,365,302,59,2,2,0,0,160,55,38,0,0,136,229,0,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,Mendocino,2015,365,302,59,2,2,0,0,160,55,38,0,0,136,229,0,2015 2016,Current asthma prevalence,Age group,18 64 years,9.7,(3.4 16.0),8.10%,(7.4 8.9)
California,Mendocino,2015,365,302,59,2,2,0,0,160,55,38,0,0,136,229,0,2015 2016,Current asthma prevalence,Age group,65+ years,5.6,(1.6 9.6),9.20%,(8.0 10.4)
California,Mendocino,2016,364,334,30,0,0,0,0,66,45,33,0,0,193,167,4,2015 2016,Current asthma prevalence,Total population,All ages,9.3,(3.8 14.8),8.70%,(8.1 9.3)
California,Mendocino,2016,364,334,30,0,0,0,0,66,45,33,0,0,193,167,4,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,Mendocino,2016,364,334,30,0,0,0,0,66,45,33,0,0,193,167,4,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,8.6,(3.9 13.3),8.30%,(7.7 8.9)
California,Mendocino,2016,364,334,30,0,0,0,0,66,45,33,0,0,193,167,4,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,Mendocino,2016,364,334,30,0,0,0,0,66,45,33,0,0,193,167,4,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,Mendocino,2016,364,334,30,0,0,0,0,66,45,33,0,0,193,167,4,2015 2016,Current asthma prevalence,Age group,18 64 years,9.7,(3.4 16.0),8.10%,(7.4 8.9)
California,Mendocino,2016,364,334,30,0,0,0,0,66,45,33,0,0,193,167,4,2015 2016,Current asthma prevalence,Age group,65+ years,5.6,(1.6 9.6),9.20%,(8.0 10.4)
California,Merced,2015,365,142,178,41,4,0,0,159,105,58,0,0,217,147,1,2015 2016,Current asthma prevalence,Total population,All ages,10.3,(3.8 16.7),8.70%,(8.1 9.3)
California,Merced,2015,365,142,178,41,4,0,0,159,105,58,0,0,217,147,1,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,Merced,2015,365,142,178,41,4,0,0,159,105,58,0,0,217,147,1,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,11.7,(3.8 19.6),8.30%,(7.7 8.9)
California,Merced,2015,365,142,178,41,4,0,0,159,105,58,0,0,217,147,1,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,Merced,2015,365,142,178,41,4,0,0,159,105,58,0,0,217,147,1,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,Merced,2015,365,142,178,41,4,0,0,159,105,58,0,0,217,147,1,2015 2016,Current asthma prevalence,Age group,18 64 years,11.3,(2.4 20.2),8.10%,(7.4 8.9)
California,Merced,2015,365,142,178,41,4,0,0,159,105,58,0,0,217,147,1,2015 2016,Current asthma prevalence,Age group,65+ years,13.9,(2.5 25.2),9.20%,(8.0 10.4)
California,Merced,2016,366,158,173,33,2,0,0,151,100,53,0,0,225,138,3,2015 2016,Current asthma prevalence,Total population,All ages,10.3,(3.8 16.7),8.70%,(8.1 9.3)
California,Merced,2016,366,158,173,33,2,0,0,151,100,53,0,0,225,138,3,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,Merced,2016,366,158,173,33,2,0,0,151,100,53,0,0,225,138,3,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,11.7,(3.8 19.6),8.30%,(7.7 8.9)
California,Merced,2016,366,158,173,33,2,0,0,151,100,53,0,0,225,138,3,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,Merced,2016,366,158,173,33,2,0,0,151,100,53,0,0,225,138,3,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,Merced,2016,366,158,173,33,2,0,0,151,100,53,0,0,225,138,3,2015 2016,Current asthma prevalence,Age group,18 64 years,11.3,(2.4 20.2),8.10%,(7.4 8.9)
California,Merced,2016,366,158,173,33,2,0,0,151,100,53,0,0,225,138,3,2015 2016,Current asthma prevalence,Age group,65+ years,13.9,(2.5 25.2),9.20%,(8.0 10.4)
California,Mono,2015,365,321,25,2,4,1,12,3994,54,14,0,0,0,29,336,2015 2016,Current asthma prevalence,Total population,All ages,9.3,(4.1 14.6),8.70%,(8.1 9.3)
California,Mono,2015,365,321,25,2,4,1,12,3994,54,14,0,0,0,29,336,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,Mono,2015,365,321,25,2,4,1,12,3994,54,14,0,0,0,29,336,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,10.1,(4.7 15.6),8.30%,(7.7 8.9)
California,Mono,2015,365,321,25,2,4,1,12,3994,54,14,0,0,0,29,336,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,Mono,2015,365,321,25,2,4,1,12,3994,54,14,0,0,0,29,336,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,Mono,2015,365,321,25,2,4,1,12,3994,54,14,0,0,0,29,336,2015 2016,Current asthma prevalence,Age group,18 64 years,9,(2.7 15.4),8.10%,(7.4 8.9)
California,Mono,2015,365,321,25,2,4,1,12,3994,54,14,0,0,0,29,336,2015 2016,Current asthma prevalence,Age group,65+ years,13.3,(1.1 25.6),9.20%,(8.0 10.4)
California,Mono,2016,366,314,19,3,6,0,24,6403,63,18,0,0,0,19,347,2015 2016,Current asthma prevalence,Total population,All ages,9.3,(4.1 14.6),8.70%,(8.1 9.3)
California,Mono,2016,366,314,19,3,6,0,24,6403,63,18,0,0,0,19,347,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,Mono,2016,366,314,19,3,6,0,24,6403,63,18,0,0,0,19,347,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,10.1,(4.7 15.6),8.30%,(7.7 8.9)
